beer_style,abv,num_ratings,beer_style_group,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
IPA - Farmhouse,5.6,263,IPA,4,2018,3.0,0.2299
Stout - Coffee,14.2,2684,Stout,6,2019,6.0,0.3268
Pale Ale - Belgian,5.0,155,Pale Ale,12,2015,5.0,0.2785
Brown Ale - Imperial / Double,8.5,826,Brown Ale,2,2016,6.0,0.2932
Golden Ale,4.6,294,Other,10,2017,1.0,0.261
Sour - Flanders Oud Bruin,7.4,576,Sour,3,2015,3.0,0.2381
Pilsner - Other,4.9,203,Pilsner,12,2014,5.0,0.2867
Porter - Other,4.9,605,Porter,3,2015,6.0,0.2722
Stout - Milk / Sweet,4.7,476,Stout,2,2019,6.0,0.2634
Pale Ale - New England,5.4,741,Pale Ale,2,2019,1.0,0.2135
Brown Ale - Imperial / Double,12.3,2257,Brown Ale,10,2016,3.0,0.2107
Australian Sparkling Ale,4.2,220,Other,5,2012,5.0,0.2137
California Common,4.4,503,Other,9,2018,5.0,0.2222
Porter - Imperial / Double Baltic,9.3,165,Porter,11,2019,6.0,0.2634
IPA - New England,7.5,208,IPA,5,2020,2.0,0.3542
Scotch Ale / Wee Heavy,10.0,400,Other,6,2015,2.0,0.2205
Pilsner - Czech,5.0,1386,Pilsner,3,2010,5.0,0.2865
Brown Ale - Other,6.7,378,Brown Ale,12,2016,6.0,0.2613
Gruit / Ancient Herbed Ale,6.5,211,Other,9,2017,3.0,0.317
Sour - Fruited Gose,3.5,1753,Sour,5,2017,4.0,0.2299
IPA - Triple,10.5,3161,IPA,3,2016,1.0,0.235
Hefeweizen,5.2,3869,Other,3,2011,4.0,0.2308
IPA - Milkshake,6.8,3060,IPA,5,2018,1.0,0.2581
IPA - English,8.0,215,IPA,7,2014,5.0,0.1952
Lager - Munich Dunkel,5.6,235,Lager,8,2019,5.0,0.1988
American Wild Ale,6.1,209,Other,11,2017,1.0,0.237
Cider - Other Fruit,5.0,2627,Cider,8,2019,2.0,0.1975
IPA - Imperial / Double New England,8.0,1947,IPA,8,2019,1.0,0.2043
Kristallweizen,4.9,1666,Other,8,2017,5.0,0.2187
Kölsch,5.0,1416,Other,11,2010,5.0,0.3404
Grisette,4.4,432,Other,3,2020,5.0,0.209
Stout - Imperial / Double Oatmeal,10.2,840,Stout,12,2018,6.0,0.4262
Porter - Other,7.8,561,Porter,11,2018,3.0,0.2587
Wheat Beer - Witbier,9.6,210,Wheat Beer,4,2019,3.0,0.2186
Stout - English,5.2,352,Stout,7,2019,4.0,0.1859
Schwarzbier,5.0,224,Other,5,2020,6.0,0.183
Blonde Ale,4.8,440,Other,4,2018,5.0,0.2654
Porter - Coffee,7.4,751,Porter,8,2016,6.0,0.2791
Brown Ale - American,7.1,761,Brown Ale,9,2011,2.0,0.213
IPA - English,6.8,333,IPA,5,2014,4.0,0.1921
Kristallweizen,5.0,1487,Other,1,2012,5.0,0.2707
Lager - Dortmunder / Export,5.8,479,Lager,6,2018,2.0,0.2504
Stout - Oatmeal,4.5,788,Stout,3,2012,6.0,0.2603
Pale Ale - Belgian,5.0,626,Pale Ale,4,2014,5.0,0.2242
IPA - Imperial / Double,8.5,532,IPA,1,2019,1.0,0.3597
Lager - Euro Pale,4.4,3213,Lager,3,2018,5.0,0.2567
Porter - Imperial / Double,11.8,703,Porter,8,2017,3.0,0.2363
IPA - Imperial / Double New England,8.5,3757,IPA,11,2019,1.0,0.385
IPA - Brut,7.7,304,IPA,2,2019,1.0,0.3202
Dark Ale,17.4,1139,Other,11,2017,6.0,0.2121
Scotch Ale / Wee Heavy,4.5,166,Other,3,2012,5.0,0.2552
Sour - Fruited,3.7,959,Sour,7,2020,2.0,0.2037
Scotch Ale / Wee Heavy,8.2,299,Other,4,2016,1.0,0.1914
Wheat Beer - Other,5.0,222,Wheat Beer,8,2019,5.0,0.2172
IPA - Red,7.6,1946,IPA,7,2010,4.0,0.2171
Stout - Milk / Sweet,6.5,181,Stout,11,2015,6.0,0.2954
Brown Ale - Belgian,8.5,1591,Brown Ale,11,2015,6.0,0.1957
Red Ale - Imperial / Double,8.5,680,Red Ale,4,2015,1.0,0.2844
IPA - Black / Cascadian Dark Ale,6.3,348,IPA,3,2015,4.0,0.2107
Mead - Cyser,9.0,469,Mead,9,2017,2.0,0.3
Lambic - Fruit,7.0,410,Lambic,5,2017,3.0,0.375
IPA - Sour,10.0,1642,IPA,8,2019,3.0,0.2454
Mead - Braggot,8.0,208,Mead,3,2017,3.0,0.2243
Stout - American,6.0,319,Stout,5,2017,2.0,0.2396
Sour - Fruited,4.3,533,Sour,4,2019,2.0,0.2107
Lager - Munich Dunkel,5.0,158,Lager,1,2019,6.0,0.2429
Blonde Ale,4.0,329,Other,8,2012,5.0,0.2022
Stout - Foreign / Export,6.8,189,Stout,1,2020,6.0,0.2934
IPA - Milkshake,6.2,525,IPA,10,2020,1.0,0.2632
Porter - American,5.0,384,Porter,9,2019,2.0,0.2222
Scotch Ale / Wee Heavy,7.4,1752,Other,8,2017,3.0,0.233
Sour - Other,5.0,436,Sour,3,2019,3.0,0.355
Stout - Other,3.3,192,Stout,1,2019,6.0,0.254
Stout - Oyster,6.8,351,Stout,3,2015,2.0,0.2004
Winter Warmer,6.0,1428,Other,12,2011,4.0,0.1979
Sour - Berliner Weisse,5.5,1110,Sour,7,2013,3.0,0.3261
Brown Ale - Belgian,9.4,249,Brown Ale,7,2016,5.0,0.1987
English Bitter,4.7,556,Other,11,2019,4.0,0.2358
Strong Ale - Other,8.5,326,Strong Ale,12,2014,6.0,0.21
Cider - Perry,4.5,173,Cider,5,2014,3.0,0.1987
Strong Ale - Other,14.0,461,Strong Ale,8,2018,3.0,0.2515
California Common,5.8,199,Other,1,2018,2.0,0.2374
Barleywine - American,9.0,330,Barleywine,1,2013,6.0,0.2832
Pilsner - German,4.9,266,Pilsner,11,2014,5.0,0.195
Red Ale - Other,8.0,206,Red Ale,7,2016,2.0,0.1913
Rauchbier,5.1,167,Other,4,2015,4.0,0.3001
Dark Ale,5.4,295,Other,10,2011,6.0,0.2162
Stout - Other,7.2,741,Stout,3,2020,6.0,0.2647
English Bitter,4.0,404,Other,7,2015,5.0,0.2517
American Wild Ale,5.8,211,Other,8,2015,3.0,0.2515
Blonde Ale,12.5,236,Other,11,2018,6.0,0.2886
Porter - English,9.0,1732,Porter,11,2010,4.0,0.224
Brown Ale - Imperial / Double,13.5,982,Brown Ale,4,2019,6.0,0.3389
Stout - Imperial / Double Pastry,12.4,613,Stout,11,2019,6.0,0.3099
Red Ale - Imperial / Double,9.0,257,Red Ale,7,2015,4.0,0.2574
Barleywine - American,10.5,225,Barleywine,11,2020,1.0,0.2128
Pale Ale - International,4.2,670,Pale Ale,11,2019,1.0,0.3514
Lager - American Amber / Red,5.4,426,Lager,9,2016,4.0,0.1852
Cider - Dry,6.0,380,Cider,11,2013,4.0,0.2318
Wheat Beer - American Pale Wheat,5.6,362,Wheat Beer,12,2019,5.0,0.1966
Red Ale - American Amber / Red,6.0,767,Red Ale,3,2013,2.0,0.2336
Spiced / Herbed Beer,6.0,177,Other,11,2019,2.0,0.2143
Stout - Imperial / Double Milk,11.2,1581,Stout,9,2018,3.0,0.258
Bière de Champagne / Bière Brut,4.8,21134,Other,10,2015,5.0,0.2575
Lager - Dark,4.5,1013,Lager,6,2011,5.0,0.1909
Cream Ale,12.0,2891,Other,1,2017,6.0,0.3938
Wheat Beer - Wheat Wine,15.4,19550,Wheat Beer,9,2018,3.0,0.2487
Cider - Herbed / Spiced / Hopped,4.0,276,Cider,4,2017,3.0,0.1989
Fruit Beer,9.0,765,Other,11,2019,1.0,0.2024
Bock - Doppelbock,6.7,304,Bock,11,2016,3.0,0.2202
IPA - Session / India Session Ale,5.51,594,IPA,7,2019,1.0,0.2222
Pale Ale - International,5.0,154,Pale Ale,3,2017,1.0,0.183
Stout - Imperial / Double Milk,14.1,993,Stout,9,2018,6.0,0.2436
Belgian Strong Dark Ale,12.9,2357,Belgian,4,2014,3.0,0.2145
Stout - American,11.0,685,Stout,7,2019,6.0,0.2109
Lager - Euro Pale,4.0,43993,Lager,1,2010,2.0,0.2809
Belgian Strong Golden Ale,13.5,369,Belgian,8,2016,3.0,0.2164
Sour - Berliner Weisse,3.5,776,Sour,1,2016,2.0,0.2077
Wheat Beer - Witbier,5.0,1761,Wheat Beer,8,2014,5.0,0.3475
Stout - Imperial / Double,9.0,576,Stout,3,2019,6.0,0.2883
Schwarzbier,5.5,490,Other,12,2018,5.0,0.2024
Specialty Grain,8.6,916,Other,5,2014,6.0,0.2822
Red Ale - American Amber / Red,5.7,1704,Red Ale,1,2011,2.0,0.2097
Hefeweizen,5.2,760,Other,6,2018,2.0,0.2452
Spiced / Herbed Beer,8.0,722,Other,8,2012,3.0,0.1879
English Bitter,5.6,345,Other,10,2015,6.0,0.3018
Porter - Imperial / Double,10.5,887,Porter,1,2011,4.0,0.3947
Porter - Baltic,11.5,1102,Porter,11,2018,6.0,0.2821
Festbier,6.0,1477,Other,9,2018,5.0,0.2481
Stout - Imperial / Double Pastry,10.5,1338,Stout,5,2016,6.0,0.2654
Cider - Traditional,6.5,299,Cider,4,2011,3.0,0.209
Shandy / Radler,4.1,222,Other,4,2015,3.0,0.195
Lager - IPL (India Pale Lager),6.5,261,Lager,5,2018,1.0,0.2147
Lager - IPL (India Pale Lager),5.0,436,Lager,2,2019,1.0,0.2476
Brown Ale - Imperial / Double,9.5,1179,Brown Ale,3,2015,3.0,0.2093
Grape Ale - Other,7.4,594,Other,6,2018,3.0,0.2877
Belgian Quadrupel,10.5,230,Belgian,5,2019,1.0,0.2059
Stout - Milk / Sweet,7.6,19408,Stout,9,2017,6.0,0.3531
Spiced / Herbed Beer,6.5,438,Other,11,2016,6.0,0.2138
Specialty Grain,5.5,454,Other,9,2018,3.0,0.2335
English Bitter,3.9,1127,Other,11,2010,4.0,0.2286
IPA - Brut,7.0,386,IPA,9,2018,1.0,0.2126
Kvass,2.2,226,Other,2,2019,5.0,0.2268
California Common,4.5,224,Other,12,2019,2.0,0.2155
Pale Ale - Australian,5.3,184,Pale Ale,8,2020,1.0,0.2183
English Bitter,4.7,636,Other,2,2019,4.0,0.2056
Steinbier,6.0,427,Other,8,2014,2.0,0.2059
IPA - International,4.3,191,IPA,6,2017,4.0,0.196
Cider - Sweet,5.0,223,Cider,2,2012,2.0,0.1944
Brown Ale - English,4.6,214,Brown Ale,12,2011,6.0,0.2109
Table Beer,4.0,282,Other,11,2017,3.0,0.2674
IPA - Triple,11.0,4178,IPA,11,2017,2.0,0.2056
Table Beer,3.7,340,Other,5,2018,3.0,0.3365
Lager - Amber,4.0,229,Lager,4,2019,5.0,0.1795
Cider - Traditional,8.5,2326,Cider,2,2013,4.0,0.1795
IPA - Imperial / Double Milkshake,8.2,3634,IPA,7,2020,6.0,0.2663
IPA - Rye,6.2,303,IPA,6,2018,1.0,0.202
Gluten-Free,6.0,334,Other,9,2012,4.0,0.2386
Stout - Russian Imperial,9.0,184,Stout,11,2019,2.0,0.2132
IPA - International,6.8,258,IPA,9,2016,5.0,0.1902
Barleywine - Other,9.6,330,Barleywine,12,2018,3.0,0.2508
Pale Ale - American,5.2,11345,Pale Ale,8,2016,1.0,0.2138
IPA - Belgian,5.9,177,IPA,9,2019,5.0,0.2385
Lager - American Light,4.2,155,Lager,7,2020,5.0,0.179
Wheat Beer - Other,4.9,340,Wheat Beer,10,2019,5.0,0.1887
Lager - Pale,5.8,203,Lager,2,2018,4.0,0.2071
Cream Ale,5.3,308,Other,9,2018,3.0,0.2197
Fruit Beer,6.66,345,Other,10,2020,3.0,0.2284
Stout - Russian Imperial,9.1,2757,Stout,12,2019,6.0,0.2374
Pale Ale - International,4.8,206,Pale Ale,2,2020,2.0,0.2484
IPA - American,7.8,838,IPA,5,2018,1.0,0.2506
Black & Tan,5.1,1962,Other,8,2010,4.0,0.2504
Ginger Beer,4.0,154,Other,8,2017,5.0,0.249
Cider - Perry,4.5,219,Cider,12,2010,3.0,0.2464
Stout - Imperial / Double Pastry,10.5,317,Stout,8,2020,6.0,0.254
Farmhouse Ale - Bière de Mars,6.9,450,Farmhouse Ale,3,2011,5.0,0.2308
IPA - International,6.0,256,IPA,2,2017,1.0,0.2138
Farmhouse Ale - Saison,5.0,177,Farmhouse Ale,8,2019,5.0,0.2244
Bière de Champagne / Bière Brut,5.0,195,Other,11,2018,3.0,0.2208
Lager - Red,5.2,1253,Lager,12,2013,4.0,0.2946
Smoked Beer,9.0,231,Other,5,2017,3.0,0.1879
Mead - Melomel,13.5,703,Mead,11,2019,3.0,0.1991
Pilsner - Other,4.4,277,Pilsner,11,2018,1.0,0.1761
Strong Ale - American,15.0,533,Strong Ale,2,2020,3.0,0.3775
Hefeweizen,6.6,900,Other,7,2017,5.0,0.3238
Pilsner - Other,4.5,163,Pilsner,4,2019,5.0,0.224
Belgian Strong Dark Ale,11.0,277,Belgian,6,2019,4.0,0.2097
Porter - Imperial / Double,8.0,236,Porter,2,2019,6.0,0.2452
Stout - Other,6.3,1175,Stout,10,2016,2.0,0.2744
IPA - Belgian,6.0,569,IPA,11,2018,5.0,0.2309
Cider - Ice / Applewine,11.0,246,Cider,9,2016,3.0,0.195
Stout - Other,17.0,566,Stout,6,2019,3.0,0.2241
Scotch Ale / Wee Heavy,12.0,429,Other,4,2013,3.0,0.2138
Red Ale - American Amber / Red,6.0,1173,Red Ale,1,2016,2.0,0.2028
Pumpkin / Yam Beer,5.1,4371,Other,9,2014,6.0,0.2222
Rye Beer,5.0,160,Other,7,2014,5.0,0.1852
Hefeweizen,4.5,150,Other,8,2018,6.0,0.1879
Sour - Berliner Weisse,3.6,170,Sour,9,2016,3.0,0.2563
Kombucha,1.5,161,Other,6,2014,1.0,0.2138
Belgian Strong Golden Ale,9.0,1133,Belgian,11,2014,5.0,0.2635
Farmhouse Ale - Saison,5.0,357,Farmhouse Ale,8,2017,3.0,0.2481
Sour - Flanders Oud Bruin,10.0,325,Sour,5,2017,3.0,0.2987
Porter - Baltic,6.5,826,Porter,8,2010,6.0,0.2956
IPA - New England,6.0,261,IPA,2,2017,1.0,0.2698
Burton Ale,4.6,159,Other,2,2012,4.0,0.2768
Märzen,5.6,290,Other,10,2015,4.0,0.2116
Lager - IPL (India Pale Lager),5.5,400,Lager,2,2014,1.0,0.1907
Pilsner - German,3.8,649,Pilsner,5,2018,5.0,0.3141
Pale Ale - English,4.3,3364,Pale Ale,8,2015,1.0,0.2037
Sour - Gose,3.8,659,Sour,4,2017,2.0,0.2081
Stout - Milk / Sweet,5.0,231,Stout,8,2018,2.0,0.4158
Cider - Perry,4.8,317,Cider,9,2013,3.0,0.2128
IPA - American,7.3,10168,IPA,3,2015,2.0,0.2197
Blonde Ale,4.0,484,Other,8,2014,5.0,0.2473
Stout - Imperial / Double,11.0,246,Stout,8,2020,6.0,0.2525
Pilsner - Other,4.1,164,Pilsner,9,2019,5.0,0.2583
IPA - Imperial / Double New England,8.0,460,IPA,9,2020,1.0,0.2644
Red Ale - American Amber / Red,5.5,1205,Red Ale,2,2016,4.0,0.1795
Table Beer,3.0,220,Other,5,2019,1.0,0.1828
Wheat Beer - Witbier,7.5,668,Wheat Beer,10,2015,2.0,0.3073
Mead - Braggot,20.0,364,Mead,11,2016,3.0,0.2322
Porter - Baltic,7.0,257,Porter,7,2015,3.0,0.2862
Winter Warmer,6.3,397,Other,7,2011,6.0,0.2471
IPA - Triple New England,9.4,2395,IPA,9,2020,1.0,0.38
Lager - Vienna,5.0,272,Lager,2,2017,5.0,0.1921
Brown Ale - Belgian,5.9,348,Brown Ale,3,2018,4.0,0.3061
Stout - Other,5.0,5825,Stout,11,2015,6.0,0.4336
Lambic - Traditional,6.2,233,Lambic,5,2020,3.0,0.3564
Cider - Perry,6.5,1227,Cider,3,2014,3.0,0.2476
IPA - Rye,5.8,1736,IPA,4,2013,1.0,0.1876
Non-Alcoholic Beer,0.5,421,Other,4,2019,6.0,0.2015
Black & Tan,4.6,89374,Other,8,2010,6.0,0.2832
IPA - Session / India Session Ale,4.5,724,IPA,9,2017,1.0,0.2075
Strong Ale - Other,13.0,243,Strong Ale,7,2019,6.0,0.2386
Stout - Imperial / Double,13.0,467,Stout,10,2018,3.0,0.2019
IPA - Rye,5.2,16805,IPA,9,2017,1.0,0.1928
Sour - Fruited,6.0,1190,Sour,7,2020,6.0,0.2023
Porter - Coffee,11.6,788,Porter,8,2019,6.0,0.2794
Sour - Fruited,6.5,371,Sour,7,2020,3.0,0.2295
Scotch Ale / Wee Heavy,8.5,464,Other,1,2014,3.0,0.1765
Lager - Pale,4.4,586,Lager,8,2019,1.0,0.209
Traditional Ale,6.3,292,Other,2,2019,5.0,0.2346
IPA - Belgian,8.8,46030,IPA,9,2010,5.0,0.2177
IPA - Milkshake,6.5,329,IPA,7,2020,6.0,0.25
Lager - Pale,4.2,380,Lager,11,2016,5.0,0.2581
IPA - Imperial / Double Black,10.0,352,IPA,6,2014,4.0,0.2506
Porter - Imperial / Double,9.5,682,Porter,8,2014,3.0,0.2241
Red Ale - Imperial / Double,9.7,1012,Red Ale,11,2016,3.0,0.1786
Sour - Fruited,7.0,319,Sour,9,2019,3.0,0.2452
Lager - Dark,5.8,281,Lager,1,2014,4.0,0.1973
Shandy / Radler,4.3,323,Other,5,2020,5.0,0.2704
Pale Ale - New England,4.2,849,Pale Ale,8,2019,1.0,0.2985
Black & Tan,6.0,166,Other,2,2016,6.0,0.2293
Pale Ale - Belgian,6.0,276,Pale Ale,10,2016,3.0,0.2202
IPA - Triple,10.0,1537,IPA,4,2019,1.0,0.3347
IPA - Imperial / Double,9.5,1056,IPA,2,2020,2.0,0.4164
IPA - Imperial / Double,7.8,1297,IPA,9,2020,1.0,0.329
IPA - Red,7.0,3543,IPA,12,2015,4.0,0.2095
Specialty Grain,5.8,397,Other,10,2016,3.0,0.1889
Table Beer,3.0,604,Other,2,2019,1.0,0.3241
Stout - Imperial / Double Oatmeal,10.0,154,Stout,2,2015,4.0,0.1935
Pilsner - German,5.5,889,Pilsner,9,2018,5.0,0.2321
Sour - Berliner Weisse,5.0,1529,Sour,9,2013,3.0,0.2883
Pale Ale - American,4.7,764,Pale Ale,4,2014,5.0,0.2359
Wheat Beer - American Pale Wheat,3.5,514,Wheat Beer,10,2018,4.0,0.232
Lager - Japanese Rice,5.4,1009,Lager,3,2016,5.0,0.2222
Cider - Perry,6.2,297,Cider,10,2018,3.0,0.195
Stout - English,5.6,209,Stout,6,2019,6.0,0.1987
Barleywine - English,15.0,1403,Barleywine,1,2019,4.0,0.2085
IPA - Sour,4.5,1181,IPA,10,2016,3.0,0.2148
Farmhouse Ale - Bière de Mars,7.0,297,Farmhouse Ale,5,2012,5.0,0.2421
Porter - English,5.0,2154,Porter,9,2014,4.0,0.2302
Pale Ale - International,4.4,3883,Pale Ale,3,2020,2.0,0.1845
American Wild Ale,7.2,156,Other,10,2019,3.0,0.3011
Lager - Japanese Rice,13.0,616,Lager,2,2017,2.0,0.2373
Stout - Milk / Sweet,4.4,774,Stout,9,2019,6.0,0.2251
IPA - Imperial / Double New England,7.6,1030,IPA,3,2020,1.0,0.2778
Pilsner - Other,5.0,276,Pilsner,7,2019,3.0,0.1859
Cream Ale,12.0,926,Other,3,2019,6.0,0.4848
Golden Ale,3.9,258,Other,1,2011,2.0,0.2346
Belgian Dubbel,6.8,186,Belgian,7,2015,4.0,0.2248
Stout - White,6.8,581,Stout,4,2016,6.0,0.2254
Porter - Imperial / Double,8.0,256,Porter,2,2016,6.0,0.2681
Sour - Fruited,3.8,1159,Sour,7,2019,5.0,0.2359
Lager - American Light,4.5,156,Lager,8,2020,5.0,0.2497
Wheat Beer - Other,5.0,2742,Wheat Beer,12,2017,5.0,0.2
Pale Ale - American,5.8,4728,Pale Ale,12,2018,1.0,0.2075
Malt Liquor ,8.8,150,Other,4,2012,2.0,0.1989
Grisette,4.8,185,Other,11,2015,3.0,0.1929
IPA - English,5.6,3417,IPA,8,2010,2.0,0.4058
Farmhouse Ale - Saison,6.5,318,Farmhouse Ale,7,2015,2.0,0.224
IPA - Milkshake,6.3,8991,IPA,8,2019,1.0,0.2312
Schwarzbier,5.5,190,Other,11,2019,6.0,0.2736
Sour - Fruited,5.0,1615,Sour,7,2019,1.0,0.2204
California Common,5.5,197,Other,2,2015,2.0,0.2473
Pale Ale - American,5.5,946,Pale Ale,4,2018,1.0,0.459
Lager - American Light,4.6,222,Lager,4,2019,3.0,0.195
Sour - Other,5.5,168,Sour,11,2015,3.0,0.2626
Lager - IPL (India Pale Lager),5.9,179,Lager,4,2019,4.0,0.2222
IPA - Black / Cascadian Dark Ale,6.2,312,IPA,6,2020,1.0,0.2373
Sour - Fruited,6.9,1832,Sour,5,2020,4.0,0.1895
Brett Beer,3.5,297,Other,6,2018,3.0,0.3302
Stout - Pastry,6.0,242,Stout,7,2020,6.0,0.2155
Pale Ale - English,5.6,453,Pale Ale,8,2017,5.0,0.224
Porter - Imperial / Double,8.9,225,Porter,5,2016,6.0,0.2022
Sour - Fruited Berliner Weisse,7.0,877,Sour,12,2019,3.0,0.2549
Cider - Perry,5.3,452,Cider,4,2019,3.0,0.1935
Stout - Imperial / Double,14.5,2857,Stout,8,2017,3.0,0.2151
Lager - Vienna,5.0,158,Lager,7,2017,2.0,0.1905
Gruit / Ancient Herbed Ale,5.0,355,Other,1,2013,5.0,0.2
Kvass,4.0,1462,Other,1,2018,3.0,0.1939
Smoked Beer,5.5,1388,Other,7,2014,6.0,0.2622
Belgian Tripel,10.0,4267,Belgian,4,2011,5.0,0.2073
Lager - Strong,7.3,289,Lager,2,2016,2.0,0.3322
IPA - New England,6.8,1614,IPA,7,2020,1.0,0.2958
Brown Ale - Belgian,4.4,225,Brown Ale,2,2016,6.0,0.2116
IPA - International,6.0,231,IPA,8,2019,1.0,0.266
Rauchbier,5.3,1208,Other,3,2014,5.0,0.2792
Sour - Fruited Gose,4.5,1070,Sour,8,2019,4.0,0.2473
Brown Ale - English,6.0,163,Brown Ale,1,2020,6.0,0.302
IPA - Imperial / Double,8.5,20329,IPA,9,2017,1.0,0.3399
Farmhouse Ale - Saison,8.0,1609,Farmhouse Ale,3,2016,3.0,0.3917
Lager - American Amber / Red,6.5,222,Lager,4,2012,1.0,0.2172
Cider - Rosé,6.0,556,Cider,3,2017,3.0,0.2373
Porter - English,6.0,261,Porter,5,2016,2.0,0.1858
Festbier,5.0,1660,Other,4,2018,5.0,0.2395
Stout - Foreign / Export,6.0,868,Stout,2,2017,6.0,0.2886
Stout - Imperial / Double,13.4,1578,Stout,11,2018,6.0,0.2894
IPA - New England,5.0,671,IPA,2,2018,1.0,0.3405
Red Ale - American Amber / Red,4.5,375,Red Ale,7,2017,5.0,0.1891
Porter - Other,8.5,1389,Porter,3,2015,1.0,0.2115
IPA - Imperial / Double,8.2,31651,IPA,5,2012,1.0,0.3041
Schwarzbier,4.8,343,Other,5,2016,5.0,0.2022
Belgian Tripel,10.0,20140,Belgian,8,2010,5.0,0.2444
Smoked Beer,13.0,1685,Other,4,2015,6.0,0.2144
Strong Ale - English,11.0,436,Strong Ale,11,2017,2.0,0.1914
Fruit Beer,4.5,194,Other,11,2020,4.0,0.1975
Hefeweizen,4.9,904,Other,6,2013,5.0,0.3645
Stout - Irish Dry,4.5,21690,Stout,11,2014,4.0,0.2189
Sour - Berliner Weisse,5.5,7172,Sour,12,2017,1.0,0.1954
IPA - English,5.5,2287,IPA,10,2013,1.0,0.2269
Scotch Ale / Wee Heavy,5.8,5220,Other,10,2016,3.0,0.2059
Stout - Imperial / Double Coffee,10.5,1882,Stout,7,2018,6.0,0.2471
Red Ale - Other,4.9,163,Red Ale,8,2016,6.0,0.2582
Kölsch,4.7,266,Other,7,2019,6.0,0.3007
IPA - Session / India Session Ale,4.3,260,IPA,7,2016,1.0,0.291
Red Ale - Imperial / Double,10.3,218,Red Ale,8,2019,3.0,0.1889
Pale Ale - American,5.1,12778,Pale Ale,8,2016,2.0,0.2533
Red Ale - Irish,4.2,164,Red Ale,4,2017,4.0,0.2332
Belgian Dubbel,8.5,156,Belgian,7,2019,3.0,0.2183
Pale Ale - English,4.4,1075,Pale Ale,8,2014,4.0,0.2319
Festbier,6.4,234,Other,8,2020,5.0,0.3319
Porter - Imperial / Double Baltic,10.0,218,Porter,3,2020,6.0,0.2164
Bock - Eisbock (Traditional),9.5,194,Bock,7,2015,3.0,0.2022
Spiced / Herbed Beer,6.0,281,Other,3,2016,2.0,0.2344
Scotch Ale / Wee Heavy,11.0,572,Other,1,2016,6.0,0.235
Barleywine - English,13.6,48047,Barleywine,1,2013,3.0,0.2872
Brown Ale - English,6.0,648,Brown Ale,7,2016,4.0,0.2207
Pale Ale - English,3.8,716,Pale Ale,5,2011,5.0,0.2242
IPA - Imperial / Double,8.0,2092,IPA,6,2018,1.0,0.195
California Common,5.0,962,Other,11,2014,2.0,0.2089
Stout - Foreign / Export,8.5,54927,Stout,11,2010,6.0,0.3108
Gruit / Ancient Herbed Ale,5.8,585,Other,10,2018,5.0,0.1914
Gluten-Free,4.8,224,Other,11,2020,6.0,0.1883
IPA - International,7.1,2360,IPA,5,2019,4.0,0.2758
Farmhouse Ale - Saison,5.6,169,Farmhouse Ale,5,2019,1.0,0.2325
Black & Tan,10.1,2181,Other,4,2014,6.0,0.224
IPA - Red,7.2,7258,IPA,9,2011,2.0,0.2444
Stout - Other,7.4,985,Stout,2,2018,6.0,0.2323
Mead - Melomel,14.0,1570,Mead,11,2017,3.0,0.3019
IPA - Red,6.0,502,IPA,8,2018,4.0,0.243
Pale Ale - New England,5.5,517,Pale Ale,11,2020,4.0,0.2339
Stout - Imperial / Double Milk,10.1,219,Stout,3,2019,3.0,0.2024
Kombucha,9.0,200,Other,1,2018,1.0,0.2254
Lager - Vienna,5.6,1066,Lager,3,2017,4.0,0.2241
Porter - Imperial / Double Baltic,9.0,10561,Porter,7,2011,6.0,0.2467
Sour - Fruited Gose,3.9,317,Sour,5,2020,3.0,0.2222
Porter - Imperial / Double,13.0,427,Porter,10,2018,3.0,0.2422
Fruit Beer,3.5,1170,Other,3,2017,1.0,0.1879
Porter - English,6.0,2025,Porter,4,2012,2.0,0.2503
Lager - American,5.5,447,Lager,4,2020,5.0,0.2044
American Wild Ale,7.3,3232,Other,11,2015,3.0,0.291
California Common,4.9,281,Other,10,2015,2.0,0.4946
Stout - Foreign / Export,8.1,987,Stout,8,2014,3.0,0.2473
Stout - Imperial / Double White,8.5,190,Stout,7,2020,6.0,0.2261
Stout - Imperial / Double White,10.0,416,Stout,8,2019,6.0,0.2359
IPA - Quadruple,11.5,276,IPA,3,2016,2.0,0.3541
Porter - Imperial / Double Baltic,11.0,1215,Porter,3,2015,6.0,0.2754
Cider - Traditional,5.6,210,Cider,5,2014,3.0,0.2423
Mead - Braggot,9.5,765,Mead,1,2017,3.0,0.253
Pale Ale - Australian,5.8,258,Pale Ale,2,2019,1.0,0.2024
Lager - Euro Pale,4.0,451,Lager,2,2020,5.0,0.2663
Lager - Helles,4.2,3290,Lager,6,2017,1.0,0.1988
IPA - New England,6.0,211,IPA,9,2020,1.0,0.2722
Lager - Munich Dunkel,5.0,759,Lager,9,2014,5.0,0.2045
Stout - Russian Imperial,9.2,500,Stout,8,2019,6.0,0.202
IPA - American,7.2,2641,IPA,1,2017,1.0,0.5054
Dark Ale,5.0,1597,Other,3,2011,6.0,0.2622
Sour - Fruited Berliner Weisse,4.5,193,Sour,7,2020,3.0,0.2514
IPA - White,6.8,1047,IPA,8,2017,5.0,0.2344
Pale Ale - English,3.7,178,Pale Ale,1,2016,5.0,0.3056
IPA - English,5.8,1302,IPA,6,2012,4.0,0.2609
